feature,motif,motif_alt,width,top_mean,top_max,bg_mean,diff,p,q
753,MA2454.1,SPL8D1,10,9.74139404296875,13.670112609863281,8.837385177612305,0.9040088653564453,0.0004933598102070391,0.0521656717009632
774,MA0564.2,ABI3,6,7.816669940948486,11.297640800476074,6.466146469116211,1.3505234718322754,2.8727808967232704e-05,0.009716758915387532
839,MA1055.3,SPL1,8,8.023767471313477,11.976134300231934,6.798147678375244,1.2256197929382324,0.00018087646458297968,0.027756907896656753
894,MA1404.1,BPC1,24,10.116413116455078,33.92072296142578,3.043351650238037,7.073061466217041,1.2469219257127406e-07,0.000321151502327758
900,MA1756.2,GRF9,7,8.974858283996582,13.082953453063965,8.001303672790527,0.9735546112060547,0.0076127322390675545,0.2527460593531502
908,MA2072.1,PK16335.1,8,9.407238960266113,12.241883277893066,7.914687156677246,1.4925518035888672,1.5664296597606153e-06,0.001774240249199117
915,MA1681.2,SRM1,9,10.583247184753418,15.339800834655762,9.269872665405273,1.3133745193481445,0.00015648243424948305,0.025585990434157182
963,MA0581.2,LEC2,6,9.422342300415039,11.244871139526367,6.89823579788208,2.524106502532959,4.4938357746104884e-07,0.0008159859696003256
969,MA0564.2,ABI3,6,7.8979268074035645,11.297640800476074,6.466146469116211,1.4317803382873535,1.724040339468047e-05,0.007153006753911013
1007,MA2091.1,PK27109.1,8,9.45616626739502,14.198249816894531,7.384750843048096,2.071415424346924,1.8381484778728918e-07,0.00041544813258711757
1013,MA1797.1,RAV2,8,10.341721534729004,14.286747932434082,8.260808944702148,2.0809125900268555,4.519782305578701e-05,0.01244615081866883
1033,MA1815.2,GRF4,8,9.68659496307373,14.563743591308594,7.58900260925293,2.097592353820801,6.292483334391363e-08,0.00019939423300353485
1034,MA2091.1,PK27109.1,8,9.134722709655762,14.198249816894531,7.384750843048096,1.749971866607666,1.2967515772288607e-07,0.0003228510370111029
1045,MA2453.1,SPL8B,9,8.0695161819458,12.38266658782959,7.41377067565918,0.6557455062866211,0.017495209351181984,0.38872140210392614
1068,MA1797.1,RAV2,8,10.733829498291016,14.286747932434082,8.260808944702148,2.473020553588867,4.874133310295292e-07,0.0008529733293016761
1072,MA0564.2,ABI3,6,8.048883438110352,11.297640800476074,6.466146469116211,1.5827369689941406,2.2587994408240775e-06,0.002173307031709222
1215,MA1815.2,GRF4,8,9.332756042480469,14.563743591308594,7.58900260925293,1.743753433227539,2.4644109544169623e-06,0.002281452283072393
1257,MA1404.1,BPC1,24,10.41316032409668,39.74444580078125,3.043351650238037,7.369808673858643,8.17204545455752e-06,0.004676656344255074
1391,MA1402.1,BPC6,21,11.03599739074707,35.873104095458984,1.0449917316436768,9.991005897521973,9.564152136931625e-09,6.097759507854499e-05
1400,MA0564.2,ABI3,6,8.291718482971191,11.297640800476074,6.466146469116211,1.8255720138549805,1.85790469231506e-07,0.00041544813258711757
1414,MA2091.1,PK27109.1,8,8.922842979431152,14.198249816894531,7.384750843048096,1.5380921363830566,2.2102214643382467e-05,0.008275480366475761
1426,MA1810.2,GLYMA-08G357600,9,9.006876945495605,14.330734252929688,7.357784748077393,1.649092197418213,3.14231583615765e-05,0.01020271474038553
1490,MA1800.1,TEM1,8,10.996007919311523,13.951290130615234,9.614177703857422,1.3818302154541016,2.6666060875868425e-05,0.009367042672893042
1553,MA2055.1,PK00315.1,8,9.081596374511719,13.219295501708984,8.0743989944458,1.007197380065918,0.00012094228441128507,0.022329940126395522
1653,MA2385.1,estExt_gwp_gw1.C_220046,4,6.054563045501709,7.108007907867432,5.376309394836426,0.6782536506652832,0.001634690328501165,0.10643570885975968
1671,MA0565.3,FUS3,7,7.533392429351807,13.831615447998047,6.267855167388916,1.2655372619628906,0.020011307671666145,0.41369075952192635
1774,MA0564.2,ABI3,6,8.111176490783691,11.297640800476074,6.466146469116211,1.6450300216674805,1.8108511312675546e-06,0.0018664209317242413
1809,MA0582.2,RAV1,6,10.221128463745117,10.584999084472656,9.481042861938477,0.7400856018066406,8.302408787130844e-06,0.004717721699040232
1821,MA0564.2,ABI3,6,7.881087779998779,11.297640800476074,6.466146469116211,1.4149413108825684,1.5083745893207379e-05,0.006641753488707011
1858,MA2091.1,PK27109.1,8,8.947489738464355,14.198249816894531,7.384750843048096,1.5627388954162598,3.194606688339263e-05,0.010245650932721541
1890,MA0564.2,ABI3,6,8.166325569152832,11.297640800476074,6.466146469116211,1.700179100036621,5.963647708995268e-07,0.0009731222444069981
1931,MA0564.2,ABI3,6,8.198524475097656,11.297640800476074,6.466146469116211,1.7323780059814453,9.045837146004487e-08,0.0002632011651518173
2092,MA1815.2,GRF4,8,9.286117553710938,14.563743591308594,7.58900260925293,1.6971149444580078,4.252996859577252e-06,0.003103017346187028
2115,MA1403.1,BPC5,30,-20.545249938964844,38.4981575012207,-35.49623107910156,14.950981140136719,1.1862478999091763e-07,0.0003194941205956289
2162,MA1797.1,RAV2,8,10.784052848815918,14.286747932434082,8.260808944702148,2.5232439041137695,4.3118123471685976e-07,0.0007948875433902414
2211,MA2065.1,PK08602.1,8,4.391521453857422,14.48352336883545,3.387247085571289,1.0042743682861328,0.01396519597619772,0.34786950265618866
2215,MA2089.1,PK25870.1,7,9.704655647277832,11.830764770507812,9.141091346740723,0.5635643005371094,0.01452754344791174,0.3547423400071471
2245,MA1797.1,RAV2,8,10.543792724609375,14.286747932434082,8.260808944702148,2.2829837799072266,5.209718892729143e-06,0.0034140125192281185
2247,MA0934.1,AHL25,8,10.883570671081543,12.724316596984863,9.511049270629883,1.3725214004516602,4.591860943037318e-06,0.00323304494968954
2363,MA2368.1,WRKY51,6,8.407007217407227,9.07622241973877,8.13502311706543,0.2719841003417969,0.00655877310782671,0.23305440373358102
2388,MA2055.1,PK00315.1,8,8.996644973754883,12.631311416625977,8.0743989944458,0.922245979309082,0.00010437479068059474,0.020399205116792447
2392,MA2072.1,PK16335.1,8,9.532398223876953,13.967182159423828,7.914687156677246,1.617711067199707,1.7473647631049971e-06,0.0018664209317242413
2417,MA1404.1,BPC1,24,12.438272476196289,43.23699188232422,3.043351650238037,9.394920349121094,5.109880962805846e-09,4.570504638954118e-05
2438,MA1409.2,OsRR22,9,8.923022270202637,13.592647552490234,8.175909042358398,0.7471132278442383,0.015483028255403042,0.3670152457479225
2479,MA0564.2,ABI3,6,7.951296329498291,11.297640800476074,6.466146469116211,1.48514986038208,3.7145321130083175e-06,0.002917788221071815
2485,MA1815.2,GRF4,8,9.440942764282227,14.563743591308594,7.58900260925293,1.8519401550292969,4.218124558974523e-06,0.0030869002454313554
2562,MA1810.2,GLYMA-08G357600,9,8.760741233825684,12.665630340576172,7.357784748077393,1.402956485748291,0.00011249537783442065,0.021288329749392706
2669,MA1744.2,BZIP30,9,9.229429244995117,13.7222900390625,7.9438557624816895,1.2855734825134277,1.0270538268741802e-06,0.0014243867030927504
2710,MA0581.2,LEC2,6,9.283637046813965,11.244871139526367,6.89823579788208,2.3854012489318848,2.1013427158322884e-06,0.0020713235341775415
2809,MA1062.3,TCP15,11,4.558276176452637,19.171785354614258,2.216891050338745,2.3413851261138916,0.0002632135001476854,0.03477355595495953
2882,MA0564.2,ABI3,6,7.910799026489258,11.297640800476074,6.466146469116211,1.4446525573730469,1.153734319814248e-05,0.005589984465439261
2909,MA2088.1,PK24580.1,7,4.430588722229004,12.908638000488281,2.5397422313690186,1.8908464908599854,0.00017308494716417044,0.02715661251483467
3028,MA0564.2,ABI3,6,8.376852035522461,11.297640800476074,6.466146469116211,1.91070556640625,9.463432348866263e-08,0.0002703207004749268
3035,MA1803.2,VIP1,10,7.68681526184082,15.183420181274414,5.499288082122803,2.1875271797180176,5.978634362691082e-06,0.0037405186491966226
3093,MA2439.1,SPL2A,13,3.13930606842041,12.231943130493164,1.4074865579605103,1.7318195104599,0.00013023654173593968,0.023259235491436592
3100,MA2055.1,PK00315.1,8,9.136778831481934,13.219295501708984,8.0743989944458,1.0623798370361328,9.209883137373254e-05,0.019087121819019576
3211,MA1172.2,MYB3R5,14,8.604887008666992,16.875125885009766,6.283962726593018,2.3209242820739746,3.838179054582724e-06,0.002952548545434621
3226,MA2450.1,SPL7A,11,6.250741958618164,11.361250877380371,5.516802787780762,0.7339391708374023,0.011284762062132359,0.31149503234712134
3248,MA1292.2,MYB27,12,5.534508228302002,14.215498924255371,4.342872142791748,1.191636085510254,0.011849192902445793,0.31998564143337405
3275,MA1810.2,GLYMA-08G357600,9,9.577352523803711,16.144437789916992,7.357784748077393,2.2195677757263184,4.394841113253278e-08,0.00016328525059241026
3379,MA1797.1,RAV2,8,10.097918510437012,14.286747932434082,8.260808944702148,1.8371095657348633,0.00017783029761631042,0.027547156429980093
3381,MA0565.3,FUS3,7,8.472485542297363,13.831615447998047,6.267855167388916,2.2046303749084473,4.452370376384351e-06,0.0031867033587235248
3389,MA1827.2,Zm00001d044785,7,9.21475601196289,12.604789733886719,8.847419738769531,0.3673362731933594,0.001664086477831006,0.10745371240539785
3409,MA0581.2,LEC2,6,9.415986061096191,11.244871139526367,6.89823579788208,2.5177502632141113,1.614223634760492e-07,0.00038219118411241063
3429,MA1744.2,BZIP30,9,8.90251636505127,13.464828491210938,7.9438557624816895,0.9586606025695801,0.00013551376468967646,0.023663466502210316
3580,MA1815.2,GRF4,8,9.718088150024414,14.563743591308594,7.58900260925293,2.1290855407714844,4.169956469013414e-07,0.0007867535056771402
3593,MA0574.1,MYB15,13,2.0753774642944336,16.091659545898438,-0.17748886346817017,2.252866268157959,0.0019140465883538127,0.11661005325112153
3645,MA2453.1,SPL8B,9,8.367454528808594,16.437999725341797,7.41377067565918,0.9536838531494141,0.00448817340657115,0.1872859658858769
3736,MA1810.2,GLYMA-08G357600,9,9.262428283691406,16.144437789916992,7.357784748077393,1.9046435356140137,4.564878054225119e-06,0.003225486564093572
3817,MA1095.1,ARALYDRAFT_495258,8,3.5139997005462646,12.910429954528809,1.5870156288146973,1.9269840717315674,0.000982912490144372,0.08013955650569407
3824,MA2072.1,PK16335.1,8,9.67529296875,13.967182159423828,7.914687156677246,1.760605812072754,1.0569949360217379e-08,6.449441534162048e-05
3855,MA1810.2,GLYMA-08G357600,9,9.494394302368164,16.144437789916992,7.357784748077393,2.1366095542907715,5.580705320085144e-08,0.00018212707227034626
3885,MA2091.1,PK27109.1,8,8.684566497802734,14.198249816894531,7.384750843048096,1.2998156547546387,0.0001305021287407726,0.023259235491436592
3932,MA2450.1,SPL7A,11,6.031306743621826,10.247294425964355,5.516802787780762,0.5145039558410645,0.025853149592876434,0.4684257096980516
4000,MA0581.2,LEC2,6,8.877744674682617,11.244871139526367,6.89823579788208,1.979508876800537,1.4456034477916546e-05,0.006429341300951834
4044,MA2434.1,SPL16A,11,6.549129486083984,10.219374656677246,5.811074733734131,0.7380547523498535,0.0038526381831616163,0.17313214016254752
4060,MA1328.1,ZHD9,15,11.49007797241211,17.495241165161133,10.172255516052246,1.3178224563598633,0.003445650450885296,0.16261337615401078
4115,MA0581.2,LEC2,6,9.829194068908691,11.244871139526367,6.89823579788208,2.9309582710266113,7.932398737864332e-09,5.805073621800716e-05
4134,MA0581.2,LEC2,6,9.558631896972656,11.244871139526367,6.89823579788208,2.660396099090576,1.0810948225525863e-07,0.00030009701108787306
4179,MA1797.1,RAV2,8,10.5869722366333,14.286747932434082,8.260808944702148,2.3261632919311523,3.393909992155386e-06,0.0027889556528342446
4204,MA0589.2,WRKY1,10,6.5204362869262695,14.675421714782715,4.961027145385742,1.5594091415405273,0.0011048655724152923,0.084902046954587
4305,MA1815.2,GRF4,8,9.568469047546387,14.563743591308594,7.58900260925293,1.979466438293457,1.7718982689984841e-06,0.0018664209317242413
4356,MA1797.1,RAV2,8,11.023414611816406,14.286747932434082,8.260808944702148,2.762605667114258,4.465549352516973e-08,0.00016339851039891653
4404,MA0581.2,LEC2,6,9.199443817138672,11.244871139526367,6.89823579788208,2.301208019256592,1.7994426571021904e-06,0.0018664209317242413
4648,MA1810.2,GLYMA-08G357600,9,9.04714584350586,16.144437789916992,7.357784748077393,1.6893610954284668,1.7594951486898935e-06,0.0018664209317242413
4659,MA1427.3,NAC028,7,10.512650489807129,13.10712718963623,9.81003475189209,0.7026157379150391,0.00043548212852329016,0.047912954003815296
4687,MA1343.2,BZIP52,8,8.603178977966309,13.502045631408691,6.848265171051025,1.7549138069152832,9.298251825384796e-05,0.019176155557902887
4750,MA1803.2,VIP1,10,7.583463668823242,14.229113578796387,5.499288082122803,2.0841755867004395,8.258107300207485e-06,0.00470361536084931
4768,MA0564.2,ABI3,6,7.359374523162842,11.297640800476074,6.466146469116211,0.8932280540466309,0.0008639578009024262,0.07416723437817736
4792,MA1741.1,BRN2,16,8.839405059814453,16.850881576538086,7.572786808013916,1.266618251800537,0.0035985508002340794,0.16610283223557534
4825,MA1803.2,VIP1,10,8.101914405822754,15.183420181274414,5.499288082122803,2.602626323699951,2.130483380824444e-07,0.00045983905014140993
4959,MA1797.1,RAV2,8,10.416524887084961,14.286747932434082,8.260808944702148,2.1557159423828125,1.5897812772891484e-05,0.0068193992622616224
4972,MA2454.1,SPL8D1,10,10.08849048614502,14.487421035766602,8.837385177612305,1.2511053085327148,2.4378603484365158e-05,0.008761060627193729
4978,MA0581.2,LEC2,6,9.225255966186523,11.244871139526367,6.89823579788208,2.3270201683044434,1.952133288796176e-06,0.001980841131278473
4986,MA2392.1,GRMZM2G135447,7,9.106836318969727,11.373798370361328,8.500006675720215,0.6068296432495117,0.010839535854756832,0.30563314756845006
5092,MA2450.1,SPL7A,11,6.424941539764404,10.162920951843262,5.516802787780762,0.9081387519836426,0.001509857946075499,0.10128630388256472
5095,MA0564.2,ABI3,6,7.912070274353027,11.297640800476074,6.466146469116211,1.4459238052368164,1.202299358737946e-06,0.0015362714028318198
5138,MA2072.1,PK16335.1,8,9.463430404663086,13.967182159423828,7.914687156677246,1.5487432479858398,3.033270104424446e-06,0.0026310736361616926
5187,MA2091.1,PK27109.1,8,9.076631546020508,14.198249816894531,7.384750843048096,1.691880702972412,2.8710219339700416e-06,0.002539750172358114
5194,MA2362.1,TEIL,8,10.29167366027832,12.503535270690918,9.264946937561035,1.0267267227172852,1.5727084246464074e-05,0.006782305081287632
5239,MA1402.1,BPC6,21,12.514803886413574,38.259864807128906,1.0449917316436768,11.469812393188477,6.366748794839339e-11,2.2789286811819576e-06
5353,MA1815.2,GRF4,8,9.419583320617676,14.563743591308594,7.58900260925293,1.830580711364746,1.7665130144450814e-05,0.007221699847279425
5369,MA0564.2,ABI3,6,8.533063888549805,11.297640800476074,6.466146469116211,2.0669174194335938,9.594818273228611e-09,6.097759507854499e-05
5523,MA2005.2,NAC016,15,6.8834357261657715,15.85287094116211,5.160761833190918,1.7226738929748535,0.0010660324478521943,0.08366813004754792
5614,MA1403.1,BPC5,30,-13.131997108459473,58.6850700378418,-35.49623107910156,22.364234924316406,2.3136822319136385e-11,2.2789286811819576e-06
5635,MA1803.2,VIP1,10,7.126049995422363,14.07636547088623,5.499288082122803,1.6267619132995605,0.0005058111273683608,0.05292445271671508
5659,MA1789.1,NAC071,15,8.906335830688477,16.705137252807617,7.827690124511719,1.0786457061767578,0.010943867266178131,0.3069977865933347
5672,MA0581.2,LEC2,6,9.0149564743042,11.244871139526367,6.89823579788208,2.116720676422119,3.1242558179656044e-05,0.010182291228592355
5689,MA1246.2,LEP,10,7.81118631362915,16.668058395385742,5.08272123336792,2.7284650802612305,1.1590020221774466e-05,0.005597979767117067
5827,MA0564.2,ABI3,6,8.188048362731934,11.297640800476074,6.466146469116211,1.7219018936157227,7.997241624480012e-08,0.00024447263953315476
5855,MA0581.2,LEC2,6,9.031318664550781,11.244871139526367,6.89823579788208,2.133082866668701,1.0498607480258215e-05,0.005326499383366301
5875,MA0564.2,ABI3,6,8.127968788146973,11.297640800476074,6.466146469116211,1.6618223190307617,5.193245442569605e-07,0.0008832174467468729
5948,MA2434.1,SPL16A,11,6.900590419769287,10.219374656677246,5.811074733734131,1.0895156860351562,0.00016853630950208753,0.026742127953189317
5965,MA1176.2,MYB119,10,8.014537811279297,13.978189468383789,6.970869064331055,1.0436687469482422,0.002036876045167446,0.12039023623480387
5966,MA2091.1,PK27109.1,8,8.66028118133545,12.539711952209473,7.384750843048096,1.2755303382873535,0.00010097908671014011,0.020044007466740763
5983,MA1274.1,DOF3.6,21,17.730854034423828,25.950420379638672,14.466022491455078,3.26483154296875,6.6289529421226234e-09,5.717471912580763e-05
6016,MA0951.1,ATHB-16,8,11.485848426818848,14.39454460144043,9.299871444702148,2.185976982116699,4.017250830656849e-06,0.003021185669375107
6053,MA1815.2,GRF4,8,9.387179374694824,14.563743591308594,7.58900260925293,1.7981767654418945,1.3022636267123744e-05,0.005981835996717841
6113,MA0564.2,ABI3,6,8.04351806640625,11.297640800476074,6.466146469116211,1.577371597290039,1.2153268471593037e-05,0.005788982911025086
6123,MA1797.1,RAV2,8,11.305397033691406,14.286747932434082,8.260808944702148,3.044588088989258,3.4526046466254456e-09,3.474183425666855e-05
6133,MA0564.2,ABI3,6,8.420853614807129,11.297640800476074,6.466146469116211,1.954707145690918,7.794705325636642e-09,5.805073621800716e-05
6188,MA1009.1,ARF3,8,8.005321502685547,14.214178085327148,6.662848472595215,1.342473030090332,0.003246775595471263,0.15653749377247156
6198,MA0589.2,WRKY1,10,6.695062637329102,13.677939414978027,4.961027145385742,1.7340354919433594,0.0003597507893573493,0.04209410196951575
6216,MA1403.1,BPC5,30,-16.396156311035156,58.6850700378418,-35.49623107910156,19.100074768066406,1.1182232029227634e-08,6.586607402581644e-05
6269,MA0564.2,ABI3,6,8.09680461883545,11.297640800476074,6.466146469116211,1.6306581497192383,3.0509397674904903e-06,0.0026310736361616926
6319,MA0564.2,ABI3,6,7.885529041290283,11.297640800476074,6.466146469116211,1.4193825721740723,1.2700513707386563e-06,0.0015479782274581597
6379,MA1815.2,GRF4,8,9.529107093811035,14.563743591308594,7.58900260925293,1.9401044845581055,9.041224984684959e-06,0.004928794207226676
6590,MA0564.2,ABI3,6,8.323125839233398,11.297640800476074,6.466146469116211,1.8569793701171875,1.7203755930950138e-07,0.0004033696172159668
6601,MA1797.1,RAV2,8,10.406728744506836,14.286747932434082,8.260808944702148,2.1459197998046875,2.163040880986955e-05,0.008169804237923017
6613,MA1815.2,GRF4,8,9.121698379516602,14.563742637634277,7.58900260925293,1.5326957702636719,1.6627358490950428e-05,0.007003531164827575
6659,MA2055.1,PK00315.1,8,9.186786651611328,13.2192964553833,8.0743989944458,1.1123876571655273,2.8420645321602933e-05,0.009667022317136773
6825,MA1810.2,GLYMA-08G357600,9,9.638152122497559,16.144437789916992,7.357784748077393,2.280367374420166,8.25633961198946e-09,5.864429459692514e-05
6885,MA1827.2,Zm00001d044785,7,9.501620292663574,12.604789733886719,8.847419738769531,0.654200553894043,0.00035129341995343566,0.041416734359861186
6926,MA1815.2,GRF4,8,9.543438911437988,14.563743591308594,7.58900260925293,1.9544363021850586,3.3259036626986926e-06,0.002774726625051999
6940,MA1402.1,BPC6,21,10.910368919372559,35.87310791015625,1.0449917316436768,9.865377426147461,5.007598155581938e-11,2.2789286811819576e-06
6987,MA2434.1,SPL16A,11,6.818557262420654,10.221360206604004,5.811074733734131,1.0074825286865234,0.00044421476195566356,0.04843281913505611
7014,MA2072.1,PK16335.1,8,9.699380874633789,13.967182159423828,7.914687156677246,1.784693717956543,3.790181057894415e-09,3.661314901926005e-05
7017,MA1404.1,BPC1,24,11.963042259216309,39.74444580078125,3.043351650238037,8.91969108581543,2.81033418758625e-10,6.786957063020793e-06
7024,MA1810.2,GLYMA-08G357600,9,8.981831550598145,12.551101684570312,7.357784748077393,1.624046802520752,2.7335288450558437e-06,0.002444989689188838
7061,MA2437.1,SPL19B,13,2.1125593185424805,9.744597434997559,0.26077505946159363,1.8517842292785645,4.7176094085443765e-05,0.012729638795122535
7066,MA1815.2,GRF4,8,9.618880271911621,14.563743591308594,7.58900260925293,2.0298776626586914,1.0269255881212302e-06,0.0014243867030927504
7102,MA0589.2,WRKY1,10,6.390500545501709,14.469388961791992,4.961027145385742,1.4294734001159668,0.0030861501581966877,0.1522426107697481
7111,MA0564.2,ABI3,6,8.168917655944824,11.297640800476074,6.466146469116211,1.7027711868286133,8.12161601970729e-07,0.0012107223881230311
7114,MA0581.2,LEC2,6,9.041045188903809,11.244871139526367,6.89823579788208,2.1428093910217285,7.985915544850286e-06,0.004587089010124632
7128,MA2452.1,SPL8A,9,9.278907775878906,13.164726257324219,7.6999382972717285,1.5789694786071777,9.973578016797546e-06,0.005190989420380619
7196,MA1810.2,GLYMA-08G357600,9,9.383038520812988,16.144437789916992,7.357784748077393,2.0252537727355957,1.791390786820557e-06,0.0018664209317242413
7199,MA2439.1,SPL2A,13,2.5743255615234375,12.231943130493164,1.4074865579605103,1.1668390035629272,0.005140251480042934,0.2026066153795281
7217,MA1396.2,GATA6,10,8.818868637084961,15.904487609863281,7.398421287536621,1.4204473495483398,0.0026557629462331533,0.13968372105609445
7328,MA1756.2,GRF9,7,9.005151748657227,13.082953453063965,8.001303672790527,1.0038480758666992,0.005291294772177935,0.2060380018511724
7471,MA2392.1,GRMZM2G135447,7,9.256647109985352,11.373798370361328,8.500006675720215,0.7566404342651367,0.0005844319821335375,0.05808243773055527
7480,MA0581.2,LEC2,6,8.934928894042969,11.244871139526367,6.89823579788208,2.0366930961608887,6.235956243472174e-05,0.015063501487020403
7534,MA1789.1,NAC071,15,9.033310890197754,16.705137252807617,7.827690124511719,1.2056207656860352,0.004105707630515099,0.17862158039441475
7574,MA1800.1,TEM1,8,10.902091026306152,13.951290130615234,9.614177703857422,1.2879133224487305,5.684706411557272e-05,0.014315501547352255
7658,MA1090.2,WRKY60,7,9.736675262451172,12.966863632202148,7.963962078094482,1.7727131843566895,8.808740676613525e-05,0.018562922106476146
7695,MA1746.1,BZIP69,11,4.951704025268555,14.1318941116333,2.2425098419189453,2.7091941833496094,7.916959475551266e-06,0.0045631162609680925
7756,MA0564.2,ABI3,6,7.9211297035217285,11.297640800476074,6.466146469116211,1.4549832344055176,2.0311699699959718e-06,0.0020353840155768765
7767,MA1767.2,MYB23,6,10.922207832336426,11.191122055053711,9.919357299804688,1.0028505325317383,3.08079288515728e-05,0.010095135437794885
7801,MA1416.1,RAMOSA1,14,12.631285667419434,25.478252410888672,5.82927942276001,6.802006244659424,7.909934929273277e-09,5.805073621800716e-05
7836,MA2091.1,PK27109.1,8,9.190435409545898,14.198249816894531,7.384750843048096,1.8056845664978027,1.9304297893540934e-06,0.001975418619190735
7872,MA0564.2,ABI3,6,7.749898910522461,11.297640800476074,6.466146469116211,1.28375244140625,0.0001008873077807948,0.020044007466740763
7922,MA0564.2,ABI3,6,7.956246852874756,11.297640800476074,6.466146469116211,1.490100383758545,4.96455413667718e-07,0.0008563855885768135
7930,MA1734.1,AT1G19040,16,6.3442230224609375,20.779687881469727,4.513911724090576,1.8303112983703613,0.0007437103195115924,0.06752005777465601
8039,MA1810.2,GLYMA-08G357600,9,8.809886932373047,14.330734252929688,7.357784748077393,1.4521021842956543,2.790764301607851e-05,0.009617757097447704
8151,MA1810.2,GLYMA-08G357600,9,8.668174743652344,16.144437789916992,7.357784748077393,1.3103899955749512,0.00385182979516685,0.17312802820264178
8163,MA1274.1,DOF3.6,21,17.802942276000977,25.950420379638672,14.466022491455078,3.3369197845458984,8.625090686109615e-08,0.00025401943910920394
8169,MA0581.2,LEC2,6,9.213385581970215,11.244871139526367,6.89823579788208,2.3151497840881348,4.156575414526742e-06,0.0030667105652645793
8241,MA0945.2,ARR1,6,8.83123779296875,8.95645809173584,8.684609413146973,0.14662837982177734,0.00049801409477368,0.05248531562508101
8248,MA1815.2,GRF4,8,9.388810157775879,14.563743591308594,7.58900260925293,1.7998075485229492,1.3127211786922999e-05,0.006004207663905122
8283,MA1810.2,GLYMA-08G357600,9,9.046560287475586,16.144437789916992,7.357784748077393,1.6887755393981934,5.196901838644408e-06,0.0034140125192281185
8284,MA2434.1,SPL16A,11,6.92337703704834,14.534433364868164,5.811074733734131,1.112302303314209,0.0004501969087868929,0.0488860402302314
