feature,motif,motif_alt,width,top_mean,top_max,bg_mean,diff,p,q,jaspar_q,planttfdb_gene,planttfdb_family
2278,MA1043.2,NAC083,7,7.365490913391113,12.547142028808594,5.3697509765625,1.9957399368286133,8.659754530526698e-05,0.0465775215840133,0.0465775215840133,,NAC
2323,MA1173.2,MYB101,9,10.834327697753906,13.930216789245604,9.725006103515623,1.1093215942382812,3.5797997952613514e-06,0.0071448070293852,0.0071448070293852,,MYB
2389,MA1186.2,YAB4,11,10.636388778686523,14.489886283874512,9.886497497558594,0.7498912811279297,0.0074916067533195,0.3986886807964887,0.3986886807964887,,
2438,MA2048.2,NAC045,8,10.735716819763184,14.005046844482422,10.119330406188965,0.6163864135742188,0.0017981780692934,0.2332223435737808,0.2332223435737808,,NAC
2482,MA2452.1,SPL8A,9,8.578758239746094,13.139326095581056,7.699938297271728,0.8788199424743652,0.0021793527994304,0.2519785541467736,0.2519785541467736,,SBP
2497,MA0589.2,WRKY1,10,6.539759635925293,14.469389915466309,4.961027145385742,1.5787324905395508,0.0009296404314227,0.1731234821279116,0.1731234821279116,,WRKY
2503,MA1313.2,WRKY7,11,7.708635330200195,18.155384063720703,5.631864070892334,2.0767712593078613,0.0026255643460899,0.2745816299660403,0.2745816299660403,,WRKY
2513,MA1287.2,TCP21,11,5.0838165283203125,17.76382064819336,3.162105083465576,1.9217114448547363,0.0006882607121951,0.1484062160670873,0.1484062160670873,,
2598,MA1402.1,BPC6,21,7.863439559936523,28.593700408935547,1.0449917316436768,6.818448066711426,1.6783435057732277e-05,0.0169526058725826,0.0169526058725826,,BBR-BPC
2645,MA1004.2,ERF13,7,6.636378288269043,12.084684371948242,4.528728485107422,2.107649803161621,0.0003222621744498,0.1002916432083008,0.1002916432083008,,ERF
2667,MA1706.2,AT1G14600,8,10.186083793640137,12.166808128356934,9.763779640197754,0.4223041534423828,0.0079659800976514,0.4067830293654249,0.4067830293654249,AT1G14600,G2-like
2668,MA2434.1,SPL16A,11,6.964399337768555,13.93884563446045,5.811074733734131,1.1533246040344238,0.0010445666266605,0.1835984323533682,0.1835984323533682,,SBP
2672,MA2425.1,SPL11A,12,6.049647808074951,10.961036682128906,5.129079818725586,0.9205679893493652,0.0026831096038222,0.2764385346455957,0.2764385346455957,,SBP
2706,MA0580.1,DYT1,14,2.3712475299835205,13.829002380371094,0.2131579965353012,2.1580896377563477,0.0010478290496394,0.1836362231407228,0.1836362231407228,,
2721,MA1294.2,MYB62,9,9.74528694152832,13.505159378051758,8.710418701171875,1.034868240356445,0.0008158891578204,0.1628406872840075,0.1628406872840075,,MYB
2777,MA1198.2,HAT2,8,11.39752960205078,14.149298667907717,9.91440486907959,1.4831247329711914,0.0003431848599575,0.1038585760397836,0.1038585760397836,,
2787,MA2391.1,Lg3,7,9.051107406616213,11.24610424041748,8.488946914672852,0.5621604919433594,0.0226753950119018,0.5984248388410135,0.5984248388410135,,
2794,MA1815.2,GRF4,8,9.633586883544922,14.563743591308594,7.58900260925293,2.044584274291992,2.7729470275517087e-06,0.0063176104448465,0.0063176104448465,,GRF
2818,MA1046.1,NTL9,9,8.025040626525879,17.720956802368164,6.039104461669922,1.985936164855957,1.582319600856863e-05,0.0168153382930231,0.0168153382930231,,NAC
2892,MA2385.1,estExt_gwp_gw1.C_220046,4,5.855284214019775,7.108007907867432,5.376309394836426,0.4789748191833496,0.0099652195349335,0.4391363843669316,0.4391363843669316,,
2975,MA1357.2,bHLH80,9,7.898660182952881,15.264734268188477,5.90535306930542,1.993307113647461,0.0005056950612924,0.1261969614573869,0.1261969614573869,,
3006,MA1092.2,WRKY63,6,9.531986236572266,11.700323104858398,7.816532611846924,1.7154536247253418,4.01379911636468e-05,0.0289352981075244,0.0289352981075244,,WRKY
3076,MA1173.2,MYB101,9,10.196783065795898,13.930215835571287,9.725006103515623,0.4717769622802734,0.005782017018646,0.3623137285944497,0.3623137285944497,,MYB
3124,MA1092.2,WRKY63,6,9.05466651916504,11.700323104858398,7.816532611846924,1.2381339073181152,0.0011370897991582,0.1916395088746124,0.1916395088746124,,WRKY
3132,MA1734.1,AT1G19040,16,6.53378438949585,16.56926727294922,4.513911724090576,2.0198726654052734,0.0002645895874593,0.0890198300168123,0.0890198300168123,AT1G19040,NAC
3321,MA1761.2,HSFB3,12,10.612948417663574,15.940970420837402,9.300555229187012,1.3123931884765625,0.0004820514586754,0.1226716831086539,0.1226716831086539,,
3361,MA2385.1,estExt_gwp_gw1.C_220046,4,5.945742130279541,7.108007907867432,5.376309394836426,0.5694327354431152,0.0042505953460931,0.3230077961238208,0.3230077961238208,,
3368,MA1810.2,GLYMA-08G357600,9,8.664144515991211,12.665630340576172,7.357784748077393,1.3063597679138184,2.364947067690082e-05,0.020647837962131,0.020647837962131,,
3399,MA1092.2,WRKY63,6,9.350704193115234,11.700323104858398,7.816532611846924,1.5341715812683103,0.000221245092689,0.0809444676586793,0.0809444676586793,,WRKY
3402,MA2029.2,MYB88,9,6.880791664123535,13.7467041015625,5.055363178253174,1.825428485870361,4.890120544587262e-05,0.0328959362539783,0.0328959362539783,,MYB
3426,MA1086.2,WRKY43,6,9.017264366149902,9.795639038085938,8.619662284851074,0.3976020812988281,0.0014597529079765,0.2146320798654252,0.2146320798654252,,WRKY
3498,MA1774.2,MYB60,10,9.833983421325684,14.163305282592772,8.714984893798828,1.1189985275268557,0.0014960562111809,0.216614764404336,0.216614764404336,,MYB
3596,MA2452.1,SPL8A,9,8.608647346496582,16.10370445251465,7.699938297271728,0.9087090492248536,0.0051396968774497,0.3450947580276503,0.3450947580276503,,SBP
3610,MA2055.1,PK00315.1,8,8.75124454498291,12.63131046295166,8.0743989944458,0.6768455505371094,0.0023403246887028,0.2604681783570693,0.2604681783570693,,
3613,MA1354.1,AT4G12670,29,-14.766274452209473,3.265692710876465,-17.452245712280273,2.685971260070801,0.0087876608595252,0.4209553783725288,0.4209553783725288,,
3617,MA1403.1,BPC5,30,-18.85025405883789,38.4981575012207,-35.49623107910156,16.645977020263672,1.2075193622784752e-10,5.832318519805035e-06,5.832318519805035e-06,,BBR-BPC
3633,MA0565.3,FUS3,7,7.80289363861084,13.831615447998049,6.267855167388916,1.5350384712219238,0.0021715676411986,0.2519635438800137,0.2519635438800137,,
3719,MA2452.1,SPL8A,9,8.678394317626953,16.10370445251465,7.699938297271728,0.9784560203552246,0.009936342947185,0.4385372127504333,0.4385372127504333,,SBP
3749,MA2106.1,Zm00001d024644,8,9.465213775634766,14.125954627990724,8.675468444824219,0.7897453308105469,0.0029812899883836,0.2849576501116816,0.2849576501116816,,
3754,MA0565.3,FUS3,7,7.992983818054199,13.831615447998049,6.267855167388916,1.7251286506652832,0.0007965609547682,0.1604764373380106,0.1604764373380106,,
3765,MA1662.2,AT3G10030,8,10.692024230957031,14.735933303833008,9.014531135559082,1.6774930953979492,5.7044202549150214e-05,0.0360472629494343,0.0360472629494343,AT3G10030,Trihelix
3808,MA2055.1,PK00315.1,8,9.157149314880373,13.219295501708984,8.0743989944458,1.0827503204345703,0.0001128285148297,0.0532728924440562,0.0532728924440562,,
3829,MA2372.1,AZF1,9,10.423290252685549,12.481456756591797,9.749802589416504,0.673487663269043,0.0040429518558084,0.3179023765369493,0.3179023765369493,,
3855,MA1819.2,Zm00001d005892,8,7.624752044677734,14.69931411743164,4.878450393676758,2.746301651000977,3.197346359229414e-06,0.0066920402548184,0.0066920402548184,,
3885,MA1774.2,MYB60,10,10.182856559753418,15.467458724975586,8.714984893798828,1.4678716659545898,0.000317633152008,0.0992379878541601,0.0992379878541601,,MYB
3887,MA1020.1,GT-1,8,9.055322647094728,12.650238037109377,7.947624206542969,1.1076984405517578,0.0037137106992304,0.307957155944162,0.307957155944162,,
3903,MA1046.1,NTL9,9,8.007136344909668,17.720956802368164,6.039104461669922,1.968031883239746,7.037458271952346e-05,0.0407565029418822,0.0407565029418822,,NAC
3921,MA0563.2,SEP3,10,11.025486946105955,14.897475242614746,10.249390602111816,0.7760963439941406,0.0013580905506387,0.2079845834496864,0.2079845834496864,,
3936,MA2368.1,WRKY51,6,8.448782920837402,9.07622241973877,8.13502311706543,0.3137598037719726,0.0036115788388997,0.3054589574366652,0.3054589574366652,,WRKY
4027,MA1294.2,MYB62,9,9.811328887939451,13.505159378051758,8.710418701171875,1.100910186767578,0.0003921030729543,0.1110398512336907,0.1110398512336907,,MYB
4113,MA1186.2,YAB4,11,10.788954734802246,15.652472496032717,9.886497497558594,0.9024572372436525,0.0012644457165151,0.2015304438309685,0.2015304438309685,,
4114,MA2030.2,MYB96,11,9.411820411682127,15.732498168945312,8.256855010986328,1.1549654006958008,0.0008726283558644,0.1688619775170362,0.1688619775170362,,MYB
4208,MA2032.2,TRB1,9,10.410311698913574,15.85854434967041,9.172778129577637,1.2375335693359375,0.0020074169151484,0.24331631751633,0.24331631751633,,
4250,MA1827.2,Zm00001d044785,7,9.62433910369873,12.60478973388672,8.847419738769531,0.7769193649291992,6.0882000980200246e-05,0.037507661318159,0.037507661318159,,
4268,MA0564.2,ABI3,6,7.407959461212158,11.297640800476074,6.466146469116211,0.9418129920959472,0.0001338903821306,0.0595168688933507,0.0595168688933507,,
4285,MA2024.2,MYB63,11,8.685428619384766,14.664936065673828,7.599618911743164,1.0858097076416016,0.0005973711959086,0.1371361180188704,0.1371361180188704,,MYB
4332,MA1339.1,BZIP43,12,0.333160251379013,14.28311538696289,-1.3525540828704834,1.6857143640518188,0.0028132051229476,0.2801655520464188,0.2801655520464188,,
4445,MA1403.1,BPC5,30,-29.520753860473633,6.610294342041016,-35.49623107910156,5.97547721862793,0.0002206511999247,0.0809444676586793,0.0809444676586793,,BBR-BPC
4460,MA2021.2,LBD13,8,8.853795051574707,13.758123397827148,7.530426502227783,1.3233685493469238,0.000539060565643,0.1300530735292582,0.1300530735292582,,
4497,MA0940.1,AP1,13,13.450977325439451,18.20366859436035,11.957504272460938,1.4934730529785156,3.657395609479863e-06,0.0071809840625153,0.0071809840625153,,
4572,MA0581.2,LEC2,6,8.018150329589844,11.244871139526367,6.89823579788208,1.1199145317077637,0.0085582686588168,0.4183003199968145,0.4183003199968145,,B3
4601,MA1354.1,AT4G12670,29,-13.91645622253418,3.129884719848633,-17.452245712280273,3.5357894897460938,0.0002273326972499,0.0823101145215332,0.0823101145215332,,
4659,MA1092.2,WRKY63,6,9.17538070678711,11.700323104858398,7.816532611846924,1.3588480949401855,0.000464423559606,0.120231068561713,0.120231068561713,,WRKY
4661,MA2404.1,OsTRBF3,7,9.287469863891602,10.54140567779541,8.714409828186035,0.5730600357055664,0.0076266964897513,0.4008164025682654,0.4008164025682654,,
4687,MA2032.2,TRB1,9,10.736109733581545,15.85854434967041,9.172778129577637,1.5633316040039062,0.0003175639139954,0.0992379878541601,0.0992379878541601,,
4704,MA1659.2,ABF4,7,8.132076263427734,12.499859809875488,7.454160213470459,0.6779160499572754,0.0035756516736,0.3042127258262374,0.3042127258262374,,
4768,MA1092.2,WRKY63,6,9.542723655700684,11.700323104858398,7.816532611846924,1.7261910438537598,4.519831418292597e-05,0.0311868367862189,0.0311868367862189,,WRKY
4777,MA1769.2,MYB39,12,9.985071182250977,17.255203247070312,8.566396713256836,1.4186744689941406,0.000531566212885,0.1290183320721077,0.1290183320721077,,MYB
4799,MA1267.2,DOF5.8,19,17.057470321655273,23.010831832885746,13.414427757263184,3.64304256439209,1.4411792072233087e-11,1.7402238927221453e-06,1.7402238927221453e-06,,Dof
4808,MA1281.2,DOF5.1,19,15.493402481079102,22.098621368408203,13.389892578125,2.1035099029541016,0.0003760267863981,0.1086249628171667,0.1086249628171667,,Dof
4876,MA1294.2,MYB62,9,9.671133995056152,13.505159378051758,8.710418701171875,0.9607152938842772,0.0014333109138533,0.2131120877412076,0.2131120877412076,,MYB
4959,MA1054.2,ARALYDRAFT_897773,9,6.842700958251953,15.283028602600098,5.770850658416748,1.071850299835205,0.0097282947972416,0.435739051424136,0.435739051424136,,
4986,MA1205.1,AGL6,19,10.878840446472168,23.7076473236084,8.53646183013916,2.342378616333008,0.0001248979242518,0.0576727508734662,0.0576727508734662,,
5003,MA1734.1,AT1G19040,16,6.043607234954834,15.904086112976074,4.513911724090576,1.5296955108642578,0.00157525180839,0.2213050097301862,0.2213050097301862,AT1G19040,NAC
5026,MA0933.1,AHL20,8,11.462723731994627,13.144827842712402,9.982939720153809,1.4797840118408203,8.666475537211228e-08,0.0007751680897172,0.0007751680897172,,AT-hook
5062,MA1810.2,GLYMA-08G357600,9,8.007111549377441,12.665630340576172,7.357784748077393,0.6493268013000488,0.0232206583023071,0.6036526291952965,0.6036526291952965,,
5096,MA1193.2,AT2G38090,13,11.064743995666504,16.75855827331543,9.619430541992188,1.4453134536743164,0.00033041703864,0.1015138881406161,0.1015138881406161,AT2G38090,MYB
5119,MA1046.1,NTL9,9,7.048287391662598,11.255707740783691,6.039104461669922,1.0091829299926758,0.0056908805854618,0.3598226381668751,0.3598226381668751,,NAC
5121,MA1186.2,YAB4,11,10.851587295532228,15.788039207458496,9.886497497558594,0.9650897979736328,0.0025216182693839,0.269456111529298,0.269456111529298,,
5142,MA0581.2,LEC2,6,9.654176712036133,11.244871139526367,6.89823579788208,2.7559409141540527,2.9605129725496226e-07,0.0017438143484652,0.0017438143484652,,B3
5145,MA1404.1,BPC1,24,12.265522003173828,40.654300689697266,3.043351650238037,9.222169876098633,5.533575819782754e-09,0.0001027968123444,0.0001027968123444,,BBR-BPC
5146,MA1677.2,NAC078,7,11.3326997756958,13.304373741149902,10.401788711547852,0.9309110641479492,0.0031146754045039,0.2897511980692226,0.2897511980692226,,NAC
5191,MA1354.1,AT4G12670,29,-14.586081504821776,1.3773229122161863,-17.452245712280273,2.866164207458496,0.0005659030284732,0.1338546340610105,0.1338546340610105,,
5219,MA1086.2,WRKY43,6,8.900001525878906,9.795639038085938,8.619662284851074,0.280339241027832,0.0016904430231079,0.2277194692466694,0.2277194692466694,,WRKY
5248,MA2065.1,PK08602.1,8,4.527019500732422,14.483522415161133,3.387247085571289,1.1397724151611328,0.010498883202672,0.4491314892780728,0.4491314892780728,,
5284,MA2366.1,VOZ2,4,6.915021896362305,7.124719142913818,6.737390518188477,0.1776313781738281,0.0016212920891121,0.2245080501838147,0.2245080501838147,,
5333,MA1403.1,BPC5,30,-20.32703399658203,31.680564880371097,-35.49623107910156,15.169197082519531,1.2720184372483345e-07,0.0010209103797181,0.0010209103797181,,BBR-BPC
5341,MA2031.2,AT5G04760,7,9.850019454956056,12.570441246032717,8.998562812805176,0.8514566421508789,0.0053786444477736,0.3514254371483712,0.3514254371483712,AT5G04760,MYB
5361,MA2059.1,PK05432.1,6,8.881963729858398,9.457794189453123,8.579784393310547,0.3021793365478515,0.0053947204723954,0.3518295960257883,0.3518295960257883,,
5363,MA2072.1,PK16335.1,8,9.506975173950195,13.967182159423828,7.914687156677246,1.5922880172729492,4.721506172700174e-07,0.0024260505121427,0.0024260505121427,,
5371,MA2005.2,NAC016,15,6.9750895500183105,16.36180877685547,5.160761833190918,1.8143277168273928,0.0004252764920238,0.1157618710330394,0.1157618710330394,,NAC
5373,MA2032.2,TRB1,9,10.585016250610352,15.85854434967041,9.172778129577637,1.4122381210327148,0.0049015190452337,0.3401962496292103,0.3401962496292103,,
5396,MA1810.2,GLYMA-08G357600,9,8.796380996704102,16.144437789916992,7.357784748077393,1.438596248626709,0.0002001942630158,0.0769647990334003,0.0769647990334003,,
5523,MA2013.2,ERF115,11,7.831971645355225,18.012346267700195,4.369565486907959,3.4624061584472656,7.448189620617995e-08,0.0007694045076953,0.0007694045076953,,ERF
5614,MA1312.2,WRKY47,9,8.750832557678223,15.09657859802246,7.406155109405518,1.344677448272705,0.0033489102497696,0.2958163223552961,0.2958163223552961,,WRKY
5617,MA2391.1,Lg3,7,9.042911529541016,11.24610424041748,8.488946914672852,0.5539646148681641,0.002778579480946,0.2789059905064798,0.2789059905064798,,
5642,MA1819.2,Zm00001d005892,8,7.103154182434082,14.69931411743164,4.878450393676758,2.224703788757324,0.0001066597833414,0.052257548017415,0.052257548017415,,
5659,MA2454.1,SPL8D1,10,9.485620498657228,13.531928062438965,8.837385177612305,0.6482353210449219,0.0038954091724008,0.3149452009155677,0.3149452009155677,,SBP
5714,MA2035.2,NAC075,20,8.340910911560059,15.525276184082031,6.6153035163879395,1.7256073951721191,0.0001652531645959,0.0669608041105968,0.0669608041105968,,NAC
5718,MA0581.2,LEC2,6,8.158629417419434,11.244871139526367,6.89823579788208,1.2603936195373535,0.0045493799261748,0.3315605122893375,0.3315605122893375,,B3
5743,MA1781.2,MYB94,10,9.540138244628906,14.53869342803955,8.410086631774902,1.130051612854004,0.0031481778714805,0.2909640064932953,0.2909640064932953,,MYB
5983,MA2376.1,CAMTA5,16,7.2834272384643555,14.692481994628906,6.476200580596924,0.8072266578674316,0.008163733407855,0.4109947087756912,0.4109947087756912,,
6016,MA1734.1,AT1G19040,16,6.935258865356445,21.275325775146484,4.513911724090576,2.421347141265869,4.443237412488088e-05,0.0308059348274381,0.0308059348274381,AT1G19040,NAC
6024,MA1323.2,GATA19,9,9.520565032958984,14.842605590820312,8.201345443725586,1.3192195892333984,0.00070042029256,0.1498241812694798,0.1498241812694798,,
6049,MA1219.3,ERF011,7,7.847003936767578,13.385568618774414,6.4455790519714355,1.4014248847961426,7.782765896990895e-05,0.0442244226852541,0.0442244226852541,,ERF
6083,MA2448.1,SPL5D,14,3.78445029258728,10.942036628723145,2.457129716873169,1.327320575714111,0.0007131870370358,0.1508184496008329,0.1508184496008329,,SBP
6137,MA1695.2,ARF36,12,7.043677806854248,14.962028503417969,5.82611608505249,1.2175617218017578,0.0006032741512171,0.1377064682530098,0.1377064682530098,,
6166,MA1402.1,BPC6,21,5.733081817626953,29.74378204345703,1.0449917316436768,4.6880903244018555,4.224842268740758e-05,0.0297463384227665,0.0297463384227665,,BBR-BPC
6240,MA2024.2,MYB63,11,8.708126068115234,16.420616149902344,7.599618911743164,1.1085071563720703,0.002991393674165,0.2850913860737372,0.2850913860737372,,MYB
6370,MA2418.1,IG1,9,7.8332953453063965,15.944165229797363,5.509018421173096,2.324276924133301,5.380815764510771e-06,0.0093043131300873,0.0093043131300873,,
6386,MA2045.2,NAC031,19,8.418529510498047,16.913436889648438,6.695103645324707,1.7234258651733398,0.000220263536903,0.0809444676586793,0.0809444676586793,,NAC
6418,MA1797.1,RAV2,8,9.3533353805542,14.286747932434082,8.260808944702148,1.0925264358520508,0.0154586806893348,0.5203001962329906,0.5203001962329906,,
6550,MA1067.1,TCP5,8,4.423006534576416,15.482037544250488,2.4405908584594727,1.9824156761169431,0.0004142176767345,0.1138038326864553,0.1138038326864553,,
6636,MA1803.2,VIP1,10,7.609902858734131,14.229113578796388,5.499288082122803,2.110614776611328,2.295854210387915e-05,0.0203094795534315,0.0203094795534315,,
6710,MA1354.1,AT4G12670,29,-13.20718002319336,23.94603729248047,-17.452245712280273,4.245065689086914,0.0001331064122496,0.0594972963304202,0.0594972963304202,,
6858,MA0584.2,SEP1,13,9.780146598815918,15.880548477172852,8.446359634399414,1.333786964416504,0.0011868569999933,0.1960505919961613,0.1960505919961613,,
6964,MA1054.2,ARALYDRAFT_897773,9,7.152221202850342,15.283028602600098,5.770850658416748,1.3813705444335938,0.0003236729826312,0.100398532946823,0.100398532946823,,
6977,MA1789.1,NAC071,15,9.426441192626951,15.623332977294922,7.827690124511719,1.5987510681152344,0.0003785821900237,0.1091021466476516,0.1091021466476516,,NAC
6980,MA1815.2,GRF4,8,9.27928352355957,14.563743591308594,7.58900260925293,1.6902809143066406,7.439616183546605e-06,0.0109552884654055,0.0109552884654055,,GRF
7061,MA1695.2,ARF36,12,6.828783988952637,13.706949234008787,5.82611608505249,1.0026679039001465,0.0042845541611313,0.323692928465483,0.323692928465483,,
7063,MA1086.2,WRKY43,6,9.178890228271484,9.795639038085938,8.619662284851074,0.5592279434204102,1.522032471257262e-05,0.0164941083054886,0.0164941083054886,,WRKY
7064,MA1299.2,WRKY17,10,8.74090576171875,15.928088188171388,7.495606422424316,1.2452993392944336,0.010059236548841,0.4416116390738231,0.4416116390738231,,WRKY
7065,MA1161.1,TSO1,15,12.77158546447754,20.13628387451172,10.127226829528809,2.6443586349487305,4.354905740910908e-06,0.0080363044916835,0.0080363044916835,,
