feature,region,top_count,top_rate,base_rate,fold_enrichment,odds_ratio,p,q
9562,utr5,62,0.62,0.20001333422228149,3.0997933333333334,6.642381140052309,4.44647421145177e-20,7.329353095799621e-19
9604,exon,40,0.4,0.20001333422228149,1.9998666666666667,2.688963963963964,3.3272795345338815e-06,2.3431546017844236e-05
9640,intergenic,86,0.86,0.20001333422228149,4.299713333333333,25.264976958525345,6.352285699685473e-46,2.802478985155355e-44
9940,utr3,31,0.31,0.20001333422228149,1.5498966666666667,1.8052728435378134,0.0059117402223325035,0.028697768069575257
10036,intergenic,57,0.57,0.20001333422228149,2.8498099999999997,5.385202569755589,3.4601929528588233e-16,4.675936422782193e-15
10066,intron,39,0.39,0.19994666311087406,1.9505201733911304,2.5787605228179,8.926696742093838e-06,6.081383737331864e-05
10071,intergenic,97,0.97,0.20001333422228149,4.849676666666666,133.61028820760134,3.855340194973844e-64,3.401770760271039e-62
10081,intergenic,88,0.88,0.20001333422228149,4.399706666666667,30.187042124542124,8.863135295267783e-49,4.431567647633892e-47
10116,exon,43,0.43,0.20001333422228149,2.1498566666666665,3.046627390254466,1.3218829124794374e-07,1.0491134226027281e-06
10165,intergenic,61,0.61,0.20001333422228149,3.0497966666666665,6.364976749461268,2.8983075861631403e-19,4.576275136047063e-18
10184,utr5,50,0.5,0.20001333422228149,2.499833333333333,4.050508474576271,1.780509867634239e-11,1.8419067596216265e-10
10216,intergenic,100,1.0,0.20001333422228149,4.999666666666666,inf,3.348863789917915e-71,8.372159474794789e-69
10299,intergenic,65,0.65,0.20001333422228149,3.2497833333333332,7.570309077634461,1.244723025876583e-22,2.2494994443552704e-21
10351,utr3,51,0.51,0.20001333422228149,2.54983,4.217617871156601,4.257444251316257e-12,4.561547412124561e-11
10365,utr3,41,0.41,0.20001333422228149,2.049863333333333,2.8040852097307267,1.1815944918513455e-06,8.645813355009845e-06
10397,intergenic,65,0.65,0.20001333422228149,3.2497833333333332,7.570309077634461,1.244723025876583e-22,2.2494994443552704e-21
10411,exon,44,0.44,0.20001333422228149,2.1998533333333334,3.174487724724531,4.165498507714638e-08,3.490641207582099e-07
10437,intergenic,60,0.6,0.20001333422228149,2.9998,6.101530612244898,1.8120180970436118e-18,2.6911159857083346e-17
10465,exon,36,0.36,0.20001333422228149,1.79988,2.2649924089068825,0.00013970174627850175,0.0008518399163323278
10479,utr3,31,0.31,0.20001333422228149,1.5498966666666667,1.8052728435378134,0.0059117402223325035,0.028697768069575257
10509,intron,38,0.38,0.19994666311087406,1.9005068356118706,2.4710701484895035,2.3201120449963104e-05,0.00015451521994121225
10552,intergenic,66,0.66,0.20001333422228149,3.29978,7.916215565980994,1.6088383469537196e-23,3.054756354975417e-22
10621,intergenic,84,0.84,0.20001333422228149,4.19972,21.574331275720166,3.2920412965387614e-43,1.2044053523922297e-41
10625,intergenic,80,0.8,0.20001333422228149,3.9997333333333334,16.40958904109589,3.780780244306328e-38,1.2066319928637216e-36
10627,utr3,27,0.27,0.20001333422228149,1.3499100000000002,1.4836819042616425,0.05526588146162675,0.21758221047884546
10637,intergenic,49,0.49,0.20001333422228149,2.4498366666666667,3.8900206643145228,7.158577877967635e-11,7.111170077451294e-10
10680,intergenic,97,0.97,0.20001333422228149,4.849676666666666,133.61028820760134,3.855340194973844e-64,3.401770760271039e-62
10842,utr5,74,0.74,0.20001333422228149,3.6997533333333332,11.646274777853725,2.394592512329854e-31,5.986481280824635e-30
10843,utr5,53,0.53,0.20001333422228149,2.6498233333333334,4.573392342735851,2.1622344323155772e-13,2.574088609899497e-12
10864,intergenic,67,0.67,0.20001333422228149,3.349776666666667,8.28319333808594,1.9895116446324997e-24,3.875672034998376e-23
10878,intergenic,77,0.77,0.20001333422228149,3.8497433333333335,13.716580642282349,1.2234294175285755e-34,3.336625684168842e-33
10897,intergenic,60,0.6,0.20001333422228149,2.9998,6.101530612244898,1.8120180970436118e-18,2.6911159857083346e-17
10954,utr5,62,0.62,0.20001333422228149,3.0997933333333334,6.642381140052309,4.44647421145177e-20,7.329353095799621e-19
10983,intron,30,0.3,0.19994666311087406,1.5004001333777925,1.722080546600587,0.010970230166984932,0.05055654139913637
11096,intergenic,77,0.77,0.20001333422228149,3.8497433333333335,13.716580642282349,1.2234294175285755e-34,3.336625684168842e-33
11118,intergenic,97,0.97,0.20001333422228149,4.849676666666666,133.61028820760134,3.855340194973844e-64,3.401770760271039e-62
11119,intergenic,88,0.88,0.20001333422228149,4.399706666666667,30.187042124542124,8.863135295267783e-49,4.431567647633892e-47
11123,exon,51,0.51,0.20001333422228149,2.54983,4.217617871156601,4.257444251316257e-12,4.561547412124561e-11
11187,intergenic,73,0.73,0.20001333422228149,3.6497566666666668,11.058674663731036,2.6977124832282764e-30,6.322763632566273e-29
11197,utr5,34,0.34,0.20001333422228149,1.6998866666666668,2.0725903676004824,0.0007081647293988662,0.004008479600370941
11219,exon,49,0.49,0.20001333422228149,2.4498366666666667,3.8900206643145228,7.158577877967635e-11,7.111170077451294e-10
11223,utr5,28,0.28,0.20001333422228149,1.3999066666666669,1.5606587408404367,0.033703049557503015,0.14121389479400706
11303,utr3,32,0.32,0.20001333422228149,1.5998933333333334,1.8917076264468051,0.003039385658405801,0.015996766623188427
11411,exon,34,0.34,0.20001333422228149,1.6998866666666668,2.0725903676004824,0.0007081647293988662,0.004008479600370941
11468,utr5,41,0.41,0.20001333422228149,2.049863333333333,2.8040852097307267,1.1815944918513455e-06,8.645813355009845e-06
11512,utr3,32,0.32,0.20001333422228149,1.5998933333333334,1.8917076264468051,0.003039385658405801,0.015996766623188427
11526,exon,33,0.33,0.20001333422228149,1.64989,1.9807735840514313,0.0014981448039075728,0.008231564856635015
11562,intergenic,37,0.37,0.20001333422228149,1.8498766666666666,2.3658561410839507,5.8333667219193604e-05,0.00037076483402029834
11640,intron,31,0.31,0.19994666311087406,1.5504134711570523,1.8060324622055548,0.0058820592251719265,0.028697768069575257
11664,exon,46,0.46,0.20001333422228149,2.299846666666667,3.4446074374984326,3.6735515006603255e-09,3.2799566970181476e-08
11671,intergenic,76,0.76,0.20001333422228149,3.7997466666666666,12.968821249430004,1.6148016365707642e-33,4.249477990975695e-32
11678,exon,40,0.4,0.20001333422228149,1.9998666666666667,2.688963963963964,3.3272795345338815e-06,2.3431546017844236e-05
11785,intergenic,57,0.57,0.20001333422228149,2.8498099999999997,5.385202569755589,3.4601929528588233e-16,4.675936422782193e-15
11823,utr5,50,0.5,0.20001333422228149,2.499833333333333,4.050508474576271,1.780509867634239e-11,1.8419067596216265e-10
11833,exon,35,0.35,0.20001333422228149,1.7498833333333332,2.167284991568297,0.00032110327098273,0.0018741436049575682
11880,utr3,40,0.4,0.20001333422228149,1.9998666666666667,2.688963963963964,3.3272795345338815e-06,2.3431546017844236e-05
11884,intergenic,93,0.93,0.20001333422228149,4.6496900000000005,54.80642783429161,1.1204457740000524e-56,7.002786087500327e-55
11903,utr3,34,0.34,0.20001333422228149,1.6998866666666668,2.0725903676004824,0.0007081647293988662,0.004008479600370941
11918,intergenic,96,0.96,0.20001333422228149,4.7996799999999995,99.13223140495867,3.8720359332282494e-62,3.226696611023541e-60
12011,utr5,52,0.52,0.20001333422228149,2.599826666666667,4.391762777023971,9.786206764678622e-13,1.1037075298509724e-11
12019,utr5,55,0.55,0.20001333422228149,2.749816666666667,4.961101678928504,9.369934175613647e-15,1.1810841397832327e-13
12044,utr3,25,0.25,0.20001333422228149,1.2499166666666666,1.3360224089635855,0.13065579178658546,0.47339054995139657
12140,utr5,77,0.77,0.20001333422228149,3.8497433333333335,13.716580642282349,1.2234294175285755e-34,3.336625684168842e-33
12148,utr3,45,0.45,0.20001333422228149,2.24985,3.307060452238117,1.2616867994903968e-08,1.0876610340434454e-07
12172,utr5,84,0.84,0.20001333422228149,4.19972,21.574331275720166,3.2920412965387614e-43,1.2044053523922297e-41
12219,intergenic,46,0.46,0.20001333422228149,2.299846666666667,3.4446074374984326,3.6735515006603255e-09,3.2799566970181476e-08
